Unnamed: 0,full_text,tweet_english
121,kepala otorita papar strategi hadir air bersih ibu kota nusantara ong gus zizan zakir naik vina cirebon anies,"the head of the authority explains the strategy for providing clean water to the capital of the archipelago, ong gus zizan zakir rise vina cirebon anies"
122,wakil menteri agraria tata ruangwakil kepala badan tanah nasional wamen atrwaka bpn raja juli antoni pimpin rapat bahas ada tanah ibu kota nusantara ikn,Deputy Minister of Agrarian Affairs and Spatial PlanningDeputy Head of the National Land AgencyDeputy Minister of Agrarian Affairs and Spatial PlanningBPN Raja Juli Antoni Leads Meeting to Discuss Land for the Indonesian Capital City IKN
123,wakil menteri agraria tata ruangwakil kepala badan tanah nasional wamen atrwaka bpn raja juli antoni pimpin rapat bahas ada tanah ibu kota nusantara ikn rapat langsung ruang rapat direktorat jenderal ada tanah,deputy minister of agrarian spatial planning deputy head of the national land agency wamen atrwaka bpn raja juli antoni chairs the meeting to discuss land for the capital of the archipelago iKn direct meeting directorate general meeting room there is land
124,wakil menteri agraria tata ruangwakil kepala badan tanah nasional wamen atrwaka bpn raja juli antoni pimpin rapat bahas ada tanah ibu kota nusantara ikn rapat langsung ruang rapat simak lengkap,deputy minister of agrarian spatial planning deputy head of the national land agency wamen atrwaka bpn raja juli antoni chairs meeting to discuss land for the capital of the archipelago iKN live meeting meeting room see full
125,wakil menteri agraria tata ruangwakil kepala badan tanah nasional wamen atrwaka bpn raja juli antoni pimpin rapat bahas ada tanah ibu kota nusantara ikn rapat langsung ruang rapat ditjen ptpp jakarta selasa 21052024,deputy minister of agrarian spatial planning deputy head of the national land agency wamen atrwaka bpn raja juli antoni chairs meeting to discuss land for the capital of the archipelago iKn direct meeting meeting room directorate general of ptpp jakarta tuesday 21052024
126,starlink milik elon musk akhir resmi pasang ibu kota nusantara zakir naik ong gus zizan singapore airlines curtis jones ultramilk nabrak enhypen,Elon Musk's Starlink finally officially installs the capital of the archipelago Zakir Naik Ong Gus Zizan Singapore Airlines Curtis Jones Ultramilk crashes into Enhypen
127,atrbpn wakil menteri agraria tata ruangwakil kepala badan tanah nasional wamen atrwaka bpn raja juli antoni pimpin rapat bahas ada tanah ibu kota nusantara ikn,atrbpn deputy minister of agrarian spatial planning deputy head of national land agency wamen atrwaka bpn raja juli antoni chairs meeting to discuss land for the capital of the archipelago ikn
128,ada ibu kota nusantara ikn bagi wilayah daerah benuo taka camat paku kuat posisi desa penuh butuh pasar,"there is the capital city of the archipelago, the icon for the Benuo Taka sub-district, the strong village position is full, it needs a market"
129,kementerianatrbpn wakil menteri atrwakil kepala bpn wamen atrwaka bpn raja juli antoni pimpin rapat bahas ada tanah ibu kota nusantara ikn,ministryatrbpn deputy minister atrdeputy head of bpn wamen atrwaka bpn raja juli antoni chairs meeting to discuss land for the capital of the archipelago iKN
130,wamen atrwaka bpn raja juli antoni pimpin rapat bahas ada tanah ibu kota nusantara ikn rapat langsung ruang rapat dirjen ada tanah kembang tanah jakarta selasa 21052024,Deputy Minister Atrwaka BPN Raja Juli Antoni chairs the meeting to discuss whether there is land for the capital of the archipelago. IKN direct meeting in the director general's meeting room is there is land kembang Tanah Jakarta Tuesday 21052024
131,ada ibu kota nusantara tingkat ekonomi masyarakat umkm zakir naik citilink gus zizan ton kroos nabrak,"there is the capital city of the archipelago, the economic level of the community, UMKM, Zakir Naik, Citilink Gus Zizan, Ton Kroos crashes"
132,proyek bangun ibu kota nusantara tahap iii mulai zakir naik anies poch citilink gus zizan ong,project to build archipelago capital city phase iii begins zakir rise anies poch citilink gus zizan ong
133,ibu kota nusantara jadi pusat budaya didik baru warga tempat nikmat fasilitas programprogram lebih baik,The capital city of the archipelago has become a new cultural center for educating citizens where better program facilities can be enjoyed
134,atrbpn wakil menteri agraria tata ruangwakil kepala badan tanah nasional wamen atrwaka bpn raja juli antoni pimpin rapat bahas ada tanah ibu kota nusantara ikn,atrbpn deputy minister of agrarian spatial planning deputy head of national land agency wamen atrwaka bpn raja juli antoni chairs meeting to discuss land for the capital of the archipelago ikn
135,wakil menteri agraria tata ruangwakil kepala badan tanah nasional wamen atrwaka bpn raja juli antoni pimpin rapat bahas ada tanah ibu kota nusantara ikn lengkap,deputy minister of agrarian spatial planning deputy head of the national land agency wamen atrwaka bpn raja juli antoni chairs meeting to discuss land for the capital of the archipelago complete iKN
136,presiden pilih prabowo subianto sebut anggar bangun ikn besar rp16 triliun per tahun deputi otorita ibu kota nusantara agung wicaksono tn 3 nyata pihak bakal detail arah sebut,"President chooses Prabowo Subianto, says budget for building big icons is Rp16 trillion per year, Deputy for the Indonesian Capital Authority Agung Wicaksono, Mr. 3, it is clear that the parties will detail the direction, says"
137,wamen atrwaka bpn raja juli antoni pimpin rapat bahas ada tanah ibu kota nusantara ikn rapat langsung ruang rapat direktorat jenderal ada tanah kembang tanah ditjen ptpp jakarta selasa 21052024,"Deputy Minister Atrwaka BPN Raja Juli Antoni chairs the meeting to discuss whether there is land for the capital of the archipelago in direct meeting, the directorate general's meeting room has land for development, land at the Directorate General of PTPP Jakarta, Tuesday 21052024"
138,ibu kota nusantara bawa dampak positif peran warga lokal bangun ikn jadi prioritas citilink zakir naik gus zizan singapore airlines jahe nyetrika,the capital of the archipelago has had a positive impact on the role of local residents in making tourism a priority Citilink Zakir Naik Gus Zizan Singapore Airlines Ginger Ironing
139,ibu kota nusantara bawa dampak positif peran warga lokal bangun ikn jadi prioritas citilink zakir naik gus zizan singapore airlines jahe nyetrika,the capital of the archipelago has had a positive impact on the role of local residents in making tourism a priority Citilink Zakir Naik Gus Zizan Singapore Airlines Ginger Ironing
140,ibu kota nusantara bawa dampak positif peran warga lokal bangun ikn jadi prioritas citilink zakir naik gus zizan singapore airlines jahe nyetrika,the capital of the archipelago has had a positive impact on the role of local residents in making tourism a priority Citilink Zakir Naik Gus Zizan Singapore Airlines Ginger Ironing
141,ada ibu kota nusantara tingkat ekonomi masyarakat umkm zakir naik gus zizan nabrak anies smadav,"there is the capital of the archipelago, the economic level of the people of MSMEs, Zakir Naik Gus Zizan crashed into Anies Smadav"
142,proyek bangun ibu kota nusantara tahap iii mulai zakir naik komang gus zizan nabrak singapore airlines,project to build archipelago's capital city phase iii begins
143,wakil menteri agraria tata ruangwakil kepala badan tanah nasional wamen atrwaka bpn raja juli antoni pimpin rapat bahas ada tanah ibu kota nusantara ikn,deputy minister of agrarian spatial planning deputy head of the national land agency wamen atrwaka bpn raja juli antoni chairs meeting to discuss land for the capital of the archipelago iKN
144,bangun ibu kota nusantara bangun indonesia lebih maju sejahtera,"build the capital of the archipelago, build a more advanced and prosperous Indonesia"
145,pindah ibu kota nusantara cepat kembang wilayah timur indonesia,moving the capital city of the archipelago to rapidly develop the eastern region of Indonesia
146,pindah ibu kota nusantara bawa ubah positif indonesia,moving to the capital of the archipelago brings positive changes to Indonesia
147,presiden jokowi yakin pindah ibu kota nusantara buka peluang baru kembang ekonomi industri pa,President Jokowi believes that moving to the archipelago's capital will open up new opportunities for the development of the PA industrial economy
148,pindah ibu kota nusantara dapat dukung penuh presiden upaya bara,moving the capital of the archipelago can fully support the president's efforts
149,ada bangun ibu kota nusantara tarik investasi asing domestik tingkat tumbuh ekonomi makmur masyarakat indonesia,There is a rise in the archipelago's capital attracting domestic foreign investment to the level of growth of the prosperous economy of Indonesian society
150,ada ibu kota nusantara warga tempat eksplorasi potensi wisata kuliner daerah,there is the capital city of the archipelago where residents can explore the potential of regional culinary tourism
151,pindah ibu kota nusantara buka peluang baru kembang ekonomi indonesia,Moving to the capital of the archipelago opens up new opportunities for Indonesia's economic development
152,ibu kota nusantara jadi simbol bangkit indonesia negara maju modern,"The capital city of the archipelago has become a symbol of the rise of Indonesia, a modern developed country"
153,ppu personil satu tugas operasi nusantara mahakam polda kaltim laksana patroli kamtibmas intensif aman beberapa titik penting kawasan ibu kota negara ikn,"PPU personnel one task force of the Mahakam Nusantara operation, East Kalimantan Regional Police, as an intensive security and public order patrol, secure several important points in the national capital area, IKN"
154,dukung warga kalimantan pindah ibu kota nusantara,support Kalimantan residents to move to the capital of the archipelago
155,ajang its asia pacific forum jakarta salah satu bahas kena transportasi ibu kota nusantara ikn kalimantan timur,its asia pacific forum jakarta one of the discussion kena transportation capital of the archipelago east kalimantan icon
156,tuju wujud kota cerdas ibu kota negara ikn nusantara,"Aim for a smart city, the capital city of the Indonesian archipelago"
